Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
"Jan 18, 2026",$129.26,$279.00,12906.0,1696,95.12%
"Jan 11, 2026",$132.10,$259.00,12928.0,1696,95.28%
"Jan 4, 2026",$234.09,$399.00,13439.0,1696,99.05%
"Dec 28, 2025",$265.28,$375.00,14760.0,1696,96.70%
"Dec 21, 2025",$208.19,$339.00,13229.0,1696,97.50%
"Dec 14, 2025",$180.15,$315.00,13161.0,1696,97.00%
"Dec 7, 2025",$181.74,$325.00,13262.0,1696,97.74%
"Nov 30, 2025",$208.04,$339.00,13397.0,1696,98.74%
"Nov 23, 2025",$152.44,$307.00,12954.0,1696,95.47%
"Nov 16, 2025",$134.58,$249.00,13083.0,1696,96.43%
"Nov 9, 2025",$146.38,$259.00,13267.0,1696,97.78%
"Nov 2, 2025",$135.95,$232.00,12717.0,1696,93.73%
"Oct 26, 2025",$145.04,$249.00,12943.0,1696,95.39%
"Oct 19, 2025",$154.44,$249.00,13253.0,1696,97.68%
"Oct 12, 2025",$167.80,$277.00,13541.0,1696,99.80%
"Oct 5, 2025",$145.31,$249.00,13326.0,1696,98.22%
"Sep 28, 2025",$121.64,$239.00,13044.0,1696,96.14%
"Sep 21, 2025",$131.92,$237.00,13471.0,1696,99.29%
"Sep 14, 2025",$127.10,$232.00,13319.0,1696,98.16%
"Sep 7, 2025",$116.17,$215.00,12496.0,1696,92.10%
"Aug 31, 2025",$142.32,$259.00,13179.0,1696,97.13%
"Aug 24, 2025",$140.32,$229.00,12977.0,1696,95.64%
"Aug 17, 2025",$152.53,$269.00,12773.0,1696,94.14%
"Aug 10, 2025",$168.40,$279.00,13246.0,1696,97.63%
"Aug 3, 2025",$166.38,$292.00,13232.0,1696,97.52%
"Jul 27, 2025",$174.81,$289.00,13296.0,1696,98.00%
"Jul 20, 2025",$167.12,$297.00,13275.0,1696,97.84%
"Jul 13, 2025",$166.37,$297.00,13168.0,1696,97.05%
"Jul 6, 2025",$155.68,$262.00,13196.0,1696,97.26%
"Jun 29, 2025",$153.60,$259.00,13457.0,1696,99.18%
"Jun 22, 2025",$158.16,$249.00,13543.0,1696,99.82%
"Jun 15, 2025",$156.34,$259.00,13349.0,1696,98.39%
"Jun 8, 2025",$149.65,$229.00,13381.0,1696,98.62%
"Jun 1, 2025",$149.75,$225.00,13414.0,1696,98.86%
"May 25, 2025",$153.47,$237.00,13392.0,1696,98.70%
"May 18, 2025",$139.48,$209.00,12925.0,1696,95.26%
"May 11, 2025",$141.42,$209.00,12699.0,1696,93.60%
"May 4, 2025",$153.10,$222.00,13062.0,1696,96.27%
"Apr 27, 2025",$173.79,$259.00,13353.0,1696,98.42%
"Apr 20, 2025",$194.62,$339.00,15109.0,1696,98.98%
"Apr 13, 2025",$159.55,$275.00,13099.0,1696,96.54%
"Apr 6, 2025",$151.50,$237.00,13110.0,1696,96.62%
"Mar 30, 2025",$159.25,$249.00,13278.0,1696,97.86%
"Mar 23, 2025",$155.06,$249.00,13279.0,1696,97.87%
"Mar 16, 2025",$151.89,$299.00,13131.0,1696,96.78%
"Mar 9, 2025",$116.91,$267.00,13203.0,1696,97.31%
"Mar 2, 2025",$121.80,$299.00,12545.0,1696,92.46%
"Feb 23, 2025",$147.87,$285.00,13164.0,1696,97.02%
"Feb 16, 2025",$143.38,$275.00,12849.0,1696,94.70%
"Feb 9, 2025",$127.45,$257.00,12573.0,1696,92.67%
"Feb 2, 2025",$130.65,$259.00,13105.0,1696,96.59%
"Jan 26, 2025",$131.95,$239.00,12797.0,1696,94.32%
"Jan 19, 2025",$140.12,$239.00,12477.0,1696,91.96%
"Jan 12, 2025",$134.58,$239.00,13035.0,1696,96.07%
"Jan 5, 2025",$207.97,$477.00,13464.0,1696,99.23%
"Dec 29, 2024",$279.04,$477.00,15063.0,1696,98.68%
"Dec 22, 2024",$216.20,$325.00,13402.0,1696,98.78%
"Dec 15, 2024",$187.24,$325.00,13341.0,1696,98.33%
"Dec 8, 2024",$187.03,$325.00,13311.0,1696,98.11%
"Dec 1, 2024",$221.18,$339.00,13036.0,1696,96.08%
"Nov 24, 2024",$154.10,$227.00,13021.0,1696,95.97%
"Nov 17, 2024",$140.70,$227.00,12782.0,1696,94.21%
"Nov 10, 2024",$147.10,$227.00,13345.0,1696,98.36%
"Nov 3, 2024",$147.48,$227.00,13303.0,1696,98.05%
"Oct 27, 2024",$149.81,$227.00,13256.0,1696,97.70%
"Oct 20, 2024",$151.94,$227.00,13204.0,1696,97.32%
"Oct 13, 2024",$164.27,$227.00,13382.0,1696,98.63%
"Oct 6, 2024",$150.04,$227.00,12677.0,1696,93.43%
"Sep 29, 2024",$127.61,$227.00,13039.0,1696,96.10%
"Sep 22, 2024",$131.82,$227.00,12997.0,1696,95.79%
"Sep 15, 2024",$137.09,$277.00,13071.0,1696,96.34%
"Sep 8, 2024",$133.24,$277.00,12687.0,1696,93.51%
"Sep 1, 2024",$149.46,$277.00,13156.0,1696,96.96%
"Aug 25, 2024",$150.93,$277.00,12616.0,1696,92.98%
"Aug 18, 2024",$161.31,$277.00,13066.0,1696,96.30%
"Aug 11, 2024",$158.43,$277.00,13485.0,1696,99.39%
"Aug 4, 2024",$176.37,$277.00,13491.0,1696,99.43%
"Jul 28, 2024",$179.01,$277.00,14691.0,1696,96.25%
"Jul 21, 2024",$178.26,$277.00,13212.0,1696,97.38%
"Jul 14, 2024",$170.40,$277.00,14572.0,1696,95.47%
"Jul 7, 2024",$185.01,$277.00,13315.0,1696,98.14%
"Jun 30, 2024",$171.98,$277.00,13162.0,1696,97.01%
"Jun 23, 2024",$173.57,$277.00,13148.0,1696,96.90%
"Jun 16, 2024",$170.52,$277.00,12996.0,1696,95.78%
"Jun 9, 2024",$163.27,$277.00,12805.0,1696,94.38%
"Jun 2, 2024",$166.68,$277.00,12503.0,1696,92.15%
"May 26, 2024",$170.55,$277.00,13022.0,1696,95.98%
"May 19, 2024",$155.27,$277.00,13077.0,1696,96.38%
"May 12, 2024",$162.52,$277.00,13011.0,1696,95.89%
"May 5, 2024",$160.58,$277.00,12679.0,1696,93.45%
"Apr 28, 2024",$172.01,$277.00,12770.0,1696,94.12%
"Apr 21, 2024",$170.92,$277.00,12725.0,1696,93.79%
"Apr 14, 2024",$165.50,$277.00,12388.0,1696,91.30%
"Apr 7, 2024",$202.25,$299.00,13017.0,1696,95.94%
"Mar 31, 2024",$213.16,$349.00,14912.0,1696,97.69%
"Mar 24, 2024",$160.16,$215.00,12875.0,1696,94.89%
"Mar 17, 2024",$161.31,$215.00,13081.0,1696,96.41%
"Mar 10, 2024",$122.16,$215.00,13253.0,1696,97.68%
"Mar 3, 2024",$127.25,$215.00,12839.0,1696,94.63%
"Feb 25, 2024",$149.11,$215.00,13445.0,1696,99.09%
"Feb 18, 2024",$149.97,$215.00,13365.0,1696,98.50%
"Feb 11, 2024",$116.98,$215.00,12860.0,1696,94.78%
"Feb 4, 2024",$131.46,$249.00,12679.0,1696,93.45%
"Jan 28, 2024",$131.48,$249.00,12940.0,1696,95.37%
"Jan 21, 2024",$140.53,$279.00,12903.0,1696,95.10%
"Jan 14, 2024",$147.92,$279.00,12972.0,1696,95.61%
"Jan 7, 2024",$187.33,$299.00,13047.0,1696,96.16%
"Dec 31, 2023",$286.61,$599.00,15061.0,1696,98.67%
"Dec 24, 2023",$240.45,$199.00,12910.0,1696,95.15%
"Dec 17, 2023",$192.92,$199.00,13007.0,1696,95.87%
"Dec 10, 2023",$189.03,$199.00,12740.0,1696,93.90%
"Dec 3, 2023",$187.53,$199.00,12795.0,1696,94.30%
"Nov 26, 2023",$216.68,$199.00,13442.0,1696,99.07%
"Nov 19, 2023",$158.02,$199.00,12941.0,1696,95.38%
"Nov 12, 2023",$151.02,$199.00,13183.0,1696,97.16%
"Nov 5, 2023",$148.16,$199.00,13409.0,1696,98.83%
"Oct 29, 2023",$152.61,$199.00,13528.0,1696,99.71%
"Oct 22, 2023",$152.42,$199.00,13536.0,1696,99.76%
"Oct 15, 2023",$155.06,$199.00,13482.0,1696,99.37%
"Oct 8, 2023",$171.89,$199.00,13506.0,1696,99.54%
"Oct 1, 2023",$142.62,$199.00,13485.0,1696,99.39%
"Sep 24, 2023",$146.10,$199.00,13080.0,1696,96.40%
"Sep 17, 2023",$141.30,$199.00,12982.0,1696,95.68%
"Sep 10, 2023",$140.01,$199.00,13217.0,1696,97.41%
"Sep 3, 2023",$154.76,$199.00,13423.0,1696,98.93%
"Aug 27, 2023",$156.39,$199.00,12737.0,1696,93.88%
"Aug 20, 2023",$164.95,$199.00,13499.0,1696,99.49%
"Aug 13, 2023",$184.73,$199.00,13362.0,1696,98.48%
"Aug 6, 2023",$190.00,$199.00,13124.0,1696,96.73%
"Jul 30, 2023",$189.94,$199.00,14814.0,1696,97.05%
"Jul 23, 2023",$187.09,$199.00,13202.0,1696,97.30%
"Jul 16, 2023",$183.80,$199.00,14358.0,1696,94.06%
"Jul 9, 2023",$190.78,$199.00,12749.0,1696,93.96%
"Jul 2, 2023",$186.70,$199.00,13314.0,1696,98.13%
"Jun 25, 2023",$183.71,$199.00,13183.0,1696,97.16%
"Jun 18, 2023",$181.86,$199.00,12918.0,1696,95.21%
"Jun 11, 2023",$178.49,$199.00,12798.0,1696,94.32%
"Jun 4, 2023",$172.85,$199.00,12933.0,1696,95.32%
"May 28, 2023",$177.18,$199.00,12676.0,1696,93.43%
"May 21, 2023",$169.61,$199.00,12645.0,1696,93.20%
"May 14, 2023",$156.24,$199.00,12545.0,1696,92.46%
"May 7, 2023",$163.03,$199.00,12152.0,1696,89.56%
"Apr 30, 2023",$166.49,$199.00,12946.0,1696,95.42%
"Apr 23, 2023",$168.96,$199.00,12816.0,1696,94.46%
"Apr 16, 2023",$190.43,$199.00,14840.0,1696,97.22%
"Apr 9, 2023",$220.08,$199.00,13541.0,1696,99.80%
"Apr 2, 2023",$168.81,$199.00,13410.0,1696,98.84%
"Mar 26, 2023",$159.41,$199.00,13367.0,1696,98.52%
"Mar 19, 2023",$166.14,$199.00,13557.0,1696,99.92%
"Mar 12, 2023",$121.86,$199.00,13441.0,1696,99.06%
"Mar 5, 2023",$129.36,$199.00,13030.0,1696,96.03%
"Feb 26, 2023",$142.55,$199.00,13548.0,1696,99.85%
"Feb 19, 2023",$144.24,$199.00,13378.0,1696,98.60%
"Feb 12, 2023",$127.19,$199.00,12786.0,1696,94.24%
"Feb 5, 2023",$126.50,$199.00,12564.0,1696,92.60%
"Jan 29, 2023",$132.66,$199.00,12707.0,1696,93.65%
"Jan 22, 2023",$139.00,$199.00,12917.0,1696,95.20%
"Jan 15, 2023",$144.94,$199.00,13011.0,1696,95.89%
"Jan 8, 2023",$147.48,$199.00,13550.0,1696,99.87%
"Jan 1, 2023",$284.89,$199.00,15147.0,1696,99.23%
"Dec 25, 2022",$226.48,$199.00,11437.0,1696,96.34%
"Dec 18, 2022",$185.67,$199.00,13190.0,1696,97.21%
"Dec 11, 2022",$176.59,$199.00,13398.0,1696,98.75%
"Dec 4, 2022",$167.92,$199.00,12881.0,1696,94.94%
"Nov 27, 2022",$209.43,$199.00,12772.0,1696,94.13%
"Nov 20, 2022",$138.08,$199.00,13445.0,1696,99.09%
"Nov 13, 2022",$116.26,$199.00,13227.0,1696,97.49%
"Nov 6, 2022",$131.71,$199.00,13371.0,1696,98.55%
"Oct 30, 2022",$129.89,$199.00,13124.0,1696,96.73%
"Oct 23, 2022",$126.63,$199.00,13541.0,1696,99.80%
"Oct 16, 2022",$134.30,$199.00,13517.0,1696,99.62%
"Oct 9, 2022",$153.37,$199.00,13471.0,1696,99.29%
"Oct 2, 2022",$118.96,$199.00,13231.0,1696,97.52%
"Sep 25, 2022",$131.31,$199.00,12973.0,1696,95.61%
"Sep 18, 2022",$126.65,$199.00,12942.0,1696,95.39%
"Sep 11, 2022",$123.38,$199.00,12808.0,1696,94.40%
"Sep 4, 2022",$135.44,$199.00,12979.0,1696,95.66%
"Aug 28, 2022",$135.78,$199.00,13226.0,1696,97.48%
"Aug 21, 2022",$146.45,$199.00,13524.0,1696,99.68%
"Aug 14, 2022",$154.33,$199.00,13297.0,1696,98.00%
"Aug 7, 2022",$167.10,$199.00,13302.0,1696,98.04%
"Jul 31, 2022",$163.88,$199.00,13221.0,1696,97.44%
"Jul 24, 2022",$162.74,$199.00,14960.0,1696,98.01%
"Jul 17, 2022",$161.61,$199.00,13183.0,1696,97.16%
"Jul 10, 2022",$158.58,$199.00,14872.0,1696,97.43%
"Jul 3, 2022",$161.00,$199.00,13431.0,1696,98.99%
"Jun 26, 2022",$156.55,$199.00,13524.0,1696,99.68%
"Jun 19, 2022",$145.93,$199.00,13343.0,1696,98.34%
"Jun 12, 2022",$145.89,$199.00,13374.0,1696,98.57%
"Jun 5, 2022",$142.88,$199.00,13050.0,1696,96.18%
"May 29, 2022",$148.42,$199.00,13477.0,1696,99.33%
"May 22, 2022",$136.16,$199.00,13009.0,1696,95.88%
"May 15, 2022",$129.31,$199.00,12659.0,1696,93.30%
"May 8, 2022",$130.06,$199.00,13195.0,1696,97.25%
"May 1, 2022",$128.80,$199.00,12697.0,1696,93.58%
"Apr 24, 2022",$149.19,$199.00,13411.0,1696,98.84%
"Apr 17, 2022",$169.02,$199.00,15152.0,1696,99.27%
"Apr 10, 2022",$138.93,$199.00,13491.0,1696,99.43%
"Apr 3, 2022",$126.56,$199.00,12979.0,1696,95.66%
"Mar 27, 2022",$129.44,$199.00,13208.0,1696,97.35%
"Mar 20, 2022",$132.74,$199.00,13399.0,1696,98.75%
"Mar 13, 2022",$117.46,,12916.0,1696,95.19%
"Mar 6, 2022",$86.76,,12622.0,1696,93.03%
"Feb 27, 2022",$119.03,,13347.0,1696,98.37%
"Feb 20, 2022",$112.70,,12932.0,1696,95.31%
"Feb 13, 2022",$99.03,,12875.0,1696,94.89%
"Feb 6, 2022",$95.09,,12185.0,1696,89.81%
"Jan 30, 2022",$90.09,,11219.0,1696,82.69%
"Jan 23, 2022",$93.92,,11186.0,1696,82.44%
"Jan 16, 2022",$106.58,,9992.0,1696,73.64%
"Jan 9, 2022",$116.45,,11057.0,1696,81.49%
"Jan 2, 2022",$191.89,,7727.0,1696,91.12%
"Dec 19, 2021",$160.62,,13422.0,1696,98.92%
"Dec 12, 2021",$146.96,,13491.0,1696,99.43%
"Dec 5, 2021",$146.19,,13293.0,1696,97.97%
"Nov 28, 2021",$192.88,,13147.0,1696,96.90%
"Nov 21, 2021",$120.50,,13201.0,1696,97.30%
"Nov 14, 2021",$117.80,,13451.0,1696,99.14%
"Nov 7, 2021",$121.11,,11762.0,1696,99.07%
"Oct 31, 2021",$115.71,,11049.0,1696,93.07%
"Oct 24, 2021",$119.03,,13431.0,1696,98.99%
"Oct 17, 2021",$119.82,,13495.0,1696,99.46%
"Oct 10, 2021",$119.43,,13547.0,1696,99.85%
"Oct 3, 2021",$118.56,,13532.0,1696,99.73%
"Sep 26, 2021",$138.67,,13476.0,1696,99.32%
"Sep 19, 2021",$126.78,,11735.0,1696,98.85%
"Mar 8, 2020",$99.05,$237.00,11979.0,1696,88.29%
"Mar 1, 2020",$114.16,$237.00,12391.0,1696,91.33%
"Feb 23, 2020",$140.55,$225.00,13099.0,1696,96.54%
"Feb 16, 2020",$130.91,$225.00,12784.0,1696,94.22%
"Feb 9, 2020",$111.14,$237.00,12769.0,1696,94.11%
"Feb 2, 2020",$113.66,$225.00,12363.0,1696,91.12%
"Jan 26, 2020",$124.68,$237.00,12955.0,1696,95.48%
"Jan 19, 2020",$131.81,$237.00,12804.0,1696,94.37%
"Jan 12, 2020",$126.22,$250.00,12756.0,1696,94.02%
"Jan 5, 2020",$185.62,$347.00,13431.0,1696,98.99%
"Dec 29, 2019",$228.82,$427.00,15227.0,1696,99.76%
"Dec 22, 2019",$175.05,$397.00,12878.0,1696,94.91%
"Dec 15, 2019",$162.63,$297.00,12816.0,1696,94.46%
"Dec 8, 2019",$172.55,$426.00,12635.0,1696,93.12%
"Dec 1, 2019",$192.12,$434.00,12759.0,1696,94.04%
"Nov 24, 2019",$148.02,$426.00,12477.0,1696,91.96%
"Nov 17, 2019",$132.36,$252.00,12511.0,1696,92.21%
"Nov 10, 2019",$146.10,$225.00,13151.0,1696,96.93%
"Nov 3, 2019",$150.10,$250.00,13113.0,1696,96.65%
"Oct 27, 2019",$154.68,$347.00,12924.0,1696,95.25%
"Oct 20, 2019",$160.32,$237.00,13309.0,1696,98.09%
"Oct 13, 2019",$167.55,$250.00,13384.0,1696,98.64%
"Oct 6, 2019",$146.60,$237.00,13296.0,1696,98.00%
"Sep 29, 2019",$136.12,$237.00,13471.0,1696,99.29%
"Sep 22, 2019",$140.31,$237.00,13162.0,1696,97.01%
"Sep 15, 2019",$138.05,$225.00,12832.0,1696,94.58%
"Sep 8, 2019",$141.58,$225.00,11854.0,1696,87.37%
"Sep 1, 2019",$161.68,$225.00,12596.0,1696,92.84%
"Aug 25, 2019",$166.22,$225.00,12481.0,1696,91.99%
"Aug 18, 2019",$173.08,$225.00,13368.0,1696,98.53%
"Aug 11, 2019",$186.05,$225.00,13218.0,1696,97.42%
"Aug 4, 2019",$188.82,$225.00,13181.0,1696,97.15%
"Jul 28, 2019",$187.73,$225.00,14760.0,1696,96.70%
"Jul 21, 2019",$187.30,$225.00,13551.0,1696,99.87%
"Jul 14, 2019",$187.67,$225.00,12759.0,1696,94.04%
"Jul 7, 2019",$190.91,$225.00,13519.0,1696,99.64%
"Jun 30, 2019",$179.18,$225.00,13550.0,1696,99.87%
"Jun 23, 2019",$178.53,$225.00,13569.0,1696,100.01%
"Jun 16, 2019",$171.79,$225.00,13565.0,1696,99.98%
"Jun 9, 2019",$170.77,$225.00,13562.0,1696,99.96%
"Jun 2, 2019",$165.59,$225.00,13480.0,1696,99.35%
"May 26, 2019",$170.94,$225.00,13556.0,1696,99.91%
"May 19, 2019",$156.31,$225.00,13490.0,1696,99.43%
"May 12, 2019",$151.94,$225.00,13440.0,1696,99.06%
"May 5, 2019",$164.05,$225.00,13541.0,1696,99.80%
"Apr 28, 2019",$180.66,$225.00,13569.0,1696,100.01%
"Apr 21, 2019",$206.81,$225.00,15230.0,1696,99.78%
"Apr 14, 2019",$166.76,$225.00,13465.0,1696,99.24%
"Apr 7, 2019",$159.83,$225.00,13515.0,1696,99.61%
"Mar 31, 2019",$159.11,$225.00,13568.0,1696,100.00%
"Mar 24, 2019",$156.84,$225.00,13568.0,1696,100.00%
"Mar 17, 2019",$149.14,$225.00,13571.0,1696,100.02%
"Mar 10, 2019",$130.49,$225.00,13363.0,1696,98.49%
"Mar 3, 2019",$137.12,$225.00,13094.0,1696,96.51%
"Feb 24, 2019",$148.72,$225.00,13568.0,1696,100.00%
"Feb 17, 2019",$144.94,$225.00,13565.0,1696,99.98%
"Feb 10, 2019",$129.13,$225.00,13495.0,1696,99.46%
"Feb 3, 2019",$124.34,$225.00,13263.0,1696,97.75%
"Jan 27, 2019",$138.19,$225.00,13389.0,1696,98.68%
"Jan 20, 2019",$135.02,$225.00,13291.0,1696,97.96%
"Jan 13, 2019",$141.67,$225.00,13049.0,1696,96.17%
"Jan 6, 2019",$183.95,$225.00,13418.0,1696,98.89%
"Dec 30, 2018",$242.15,$225.00,15267.0,1696,100.02%
"Dec 23, 2018",$203.63,$225.00,13560.0,1696,99.94%
"Dec 16, 2018",$174.62,$225.00,13480.0,1696,99.35%
"Dec 9, 2018",$173.09,$225.00,13459.0,1696,99.20%
"Dec 2, 2018",$162.06,$225.00,13567.0,1696,99.99%
"Nov 25, 2018",$206.20,$225.00,13464.0,1696,99.23%
"Nov 18, 2018",$151.21,$225.00,13469.0,1696,99.27%
"Nov 11, 2018",$153.81,$225.00,13539.0,1696,99.79%
"Nov 4, 2018",$154.44,$225.00,13537.0,1696,99.77%
"Oct 28, 2018",$155.74,$225.00,13508.0,1696,99.56%
"Oct 21, 2018",$163.93,$225.00,13524.0,1696,99.68%
"Oct 14, 2018",$160.64,$225.00,13427.0,1696,98.96%
"Oct 7, 2018",$167.78,$225.00,13572.0,1696,100.03%
"Sep 30, 2018",$146.66,$225.00,13570.0,1696,100.01%
"Sep 23, 2018",$150.89,$225.00,13566.0,1696,99.99%
"Sep 16, 2018",$142.36,$225.00,13529.0,1696,99.71%
"Sep 9, 2018",$141.27,$225.00,13270.0,1696,97.80%
"Sep 2, 2018",$156.40,$225.00,13495.0,1696,99.46%
"Aug 26, 2018",$161.58,$225.00,13374.0,1696,98.57%
"Aug 19, 2018",$172.44,$225.00,13570.0,1696,100.01%
"Aug 12, 2018",$177.74,$225.00,13571.0,1696,100.02%
"Aug 5, 2018",$182.43,$225.00,13573.0,1696,100.04%
"Jul 29, 2018",$182.42,$225.00,15263.0,1696,99.99%
"Jul 22, 2018",$184.03,$225.00,13520.0,1696,99.65%
"Jul 15, 2018",$179.73,$225.00,15145.0,1696,99.22%
"Jul 8, 2018",$183.79,$225.00,13568.0,1696,100.00%
"Jul 1, 2018",$171.84,$225.00,13569.0,1696,100.01%
"Jun 24, 2018",$170.06,$225.00,13572.0,1696,100.03%
"Jun 17, 2018",$168.42,$225.00,13568.0,1696,100.00%
"Jun 10, 2018",$162.40,$225.00,13571.0,1696,100.02%
"Jun 3, 2018",$161.36,$225.00,13539.0,1696,99.79%
"May 27, 2018",$162.82,$225.00,13514.0,1696,99.60%
"May 20, 2018",$157.98,$225.00,13554.0,1696,99.90%
"May 13, 2018",$154.48,$225.00,11876.0,1696,100.03%
"May 6, 2018",$156.58,$225.00,13520.0,1696,99.65%
"Apr 29, 2018",$157.74,$225.00,13530.0,1696,99.72%
"Apr 22, 2018",$157.46,$225.00,13449.0,1696,99.12%
"Apr 15, 2018",$157.62,$225.00,13552.0,1696,99.88%
"Apr 8, 2018",$185.02,$225.00,13551.0,1696,99.87%
"Apr 1, 2018",$202.55,$225.00,15266.0,1696,100.01%
"Mar 25, 2018",$157.58,$225.00,13146.0,1696,96.89%
"Mar 18, 2018",$149.27,$225.00,13569.0,1696,100.01%
"Mar 11, 2018",$130.76,$225.00,13571.0,1696,100.02%
"Mar 4, 2018",$134.53,$225.00,13360.0,1696,98.47%
"Feb 25, 2018",$145.68,$225.00,13567.0,1696,99.99%
"Feb 18, 2018",$149.53,$225.00,13573.0,1696,100.04%
"Feb 11, 2018",$128.84,$225.00,13386.0,1696,98.66%
"Feb 4, 2018",$125.08,$225.00,13329.0,1696,98.24%
"Jan 28, 2018",$133.63,$225.00,13465.0,1696,99.24%
"Jan 21, 2018",$136.83,$225.00,13539.0,1696,99.79%
"Jan 14, 2018",$143.17,$225.00,13561.0,1696,99.95%
"Jan 7, 2018",$173.22,$225.00,15141.0,1696,99.19%
"Dec 31, 2017",$228.39,$225.00,13573.0,1696,100.04%
"Dec 24, 2017",$197.98,$225.00,13551.0,1696,99.87%
"Dec 17, 2017",$172.90,$225.00,13515.0,1696,99.61%
"Dec 10, 2017",$170.52,$225.00,13519.0,1696,99.64%
"Dec 3, 2017",$154.16,$225.00,13543.0,1696,99.82%
"Nov 26, 2017",$195.67,$225.00,13550.0,1696,99.87%
"Nov 19, 2017",$148.05,$225.00,11876.0,1696,100.03%
"Nov 12, 2017",$140.70,$225.00,13563.0,1696,99.96%
"Nov 5, 2017",$138.65,$225.00,11866.0,1696,99.95%
"Oct 29, 2017",$148.96,$225.00,13556.0,1696,99.91%
"Oct 22, 2017",$150.92,$225.00,13507.0,1696,99.55%
"Oct 15, 2017",$153.32,$225.00,13562.0,1696,99.96%
"Oct 8, 2017",$167.87,$225.00,13567.0,1696,99.99%
"Oct 1, 2017",$138.32,$225.00,13565.0,1696,99.98%
"Sep 24, 2017",$137.13,$225.00,13560.0,1696,99.94%
"Sep 17, 2017",$132.83,$225.00,13489.0,1696,99.42%
"Sep 10, 2017",$130.55,$225.00,13523.0,1696,99.67%
"Sep 3, 2017",$147.37,$225.00,13570.0,1696,100.01%
"Aug 27, 2017",$153.12,$225.00,13410.0,1696,98.84%
"Aug 20, 2017",$158.29,$225.00,13568.0,1696,100.00%
"Aug 13, 2017",$163.70,$225.00,13561.0,1696,99.95%
"Aug 6, 2017",$168.02,$225.00,13548.0,1696,99.85%
"Jul 30, 2017",$169.81,$225.00,15211.0,1696,99.65%
"Jul 23, 2017",$170.33,$225.00,13567.0,1696,99.99%
"Jul 16, 2017",$164.58,$225.00,15261.0,1696,99.98%
"Jul 9, 2017",$167.37,$225.00,13519.0,1696,99.64%
"Jul 2, 2017",$158.94,$225.00,15251.0,1696,99.91%
"Jun 25, 2017",$158.17,$225.00,13569.0,1696,100.01%
"Jun 18, 2017",$156.38,$225.00,13574.0,1696,100.04%
"Jun 11, 2017",$154.52,$225.00,13570.0,1696,100.01%
"Jun 4, 2017",$150.68,$225.00,13484.0,1696,99.38%
"May 28, 2017",$152.99,$225.00,13556.0,1696,99.91%
"May 21, 2017",$146.15,$225.00,13522.0,1696,99.66%
"May 14, 2017",$139.35,$225.00,11758.0,1696,99.04%
"May 7, 2017",$144.77,$225.00,13470.0,1696,99.28%
"Apr 30, 2017",$142.69,$225.00,13503.0,1696,99.52%
"Apr 23, 2017",$161.49,$225.00,13325.0,1696,98.21%
"Apr 16, 2017",$188.95,$225.00,15151.0,1696,99.26%
"Apr 9, 2017",$153.46,$225.00,13510.0,1696,99.57%
"Apr 2, 2017",$148.82,$225.00,13490.0,1696,99.43%
"Mar 26, 2017",$142.03,$225.00,13523.0,1696,99.67%
"Mar 19, 2017",$147.40,$225.00,13544.0,1696,99.82%
"Mar 5, 2017",$112.84,$225.00,13565.0,1696,99.98%
"Feb 26, 2017",$137.15,$225.00,13574.0,1696,100.04%
"Feb 19, 2017",$137.70,$225.00,13399.0,1696,98.75%
"Feb 12, 2017",$115.72,$225.00,13423.0,1696,98.93%
"Feb 5, 2017",$119.07,$225.00,12987.0,1696,95.72%
"Jan 29, 2017",$123.18,$225.00,13374.0,1696,98.57%
"Jan 22, 2017",$124.44,$225.00,13317.0,1696,98.15%
"Jan 15, 2017",$134.17,$225.00,13421.0,1696,98.92%
"Jan 8, 2017",$150.73,$225.00,13572.0,1696,100.03%
"Jan 1, 2017",$202.96,$225.00,15266.0,1696,100.01%
"Dec 25, 2016",$182.22,$225.00,11683.0,1696,98.41%
"Dec 18, 2016",$166.27,$225.00,13178.0,1696,97.13%
"Dec 11, 2016",$158.41,$225.00,13382.0,1696,98.63%
"Dec 4, 2016",$153.19,$225.00,12401.0,1696,91.40%
"Nov 27, 2016",$184.87,$225.00,13503.0,1696,99.52%
"Nov 20, 2016",$135.94,$225.00,13331.0,1696,98.25%
"Nov 13, 2016",$135.87,$225.00,13534.0,1696,99.75%
"Nov 6, 2016",$139.27,$225.00,13176.0,1696,97.11%
"Oct 30, 2016",$137.70,$225.00,13345.0,1696,98.36%
"Oct 23, 2016",$146.22,$225.00,13486.0,1696,99.40%
"Oct 16, 2016",$145.24,$225.00,13514.0,1696,99.60%
"Oct 9, 2016",$152.56,$225.00,13476.0,1696,99.32%
"Oct 2, 2016",$140.45,$225.00,13258.0,1696,97.72%
"Sep 25, 2016",$133.95,$225.00,13356.0,1696,98.44%
"Sep 18, 2016",$140.56,$225.00,13155.0,1696,96.96%
"Sep 11, 2016",$133.05,$225.00,12875.0,1696,94.89%
"Sep 4, 2016",$140.19,$225.00,13323.0,1696,98.19%
"Aug 28, 2016",$143.70,$225.00,13454.0,1696,99.16%
"Aug 21, 2016",$152.23,$225.00,13453.0,1696,99.15%
"Aug 14, 2016",$165.66,$225.00,13485.0,1696,99.39%
"Aug 7, 2016",$169.08,$225.00,13558.0,1696,99.93%
"Jul 31, 2016",$168.46,$225.00,15164.0,1696,99.34%
